발생시간,발생지역,검토상태,쓰나미여부,영향도,데이터유형,규모,지역,경도,위도,진원깊이,발생일시,cluster,cluster_4,c
1634093666358,"17 km WSW of Jacó, Costa Rica",reviewed,0,403,earthquake,5.0, Costa Rica,-84.7757,9.562,16.27,2021-10-13 02:54:26.358000+00:00,2,2,green
1679784798083,"53 km N of Maba, Indonesia",reviewed,0,312,earthquake,4.5, Indonesia,128.2596,1.1801,8.318,2023-03-25 22:53:18.083000+00:00,0,0,red
1582016748840,"79 km SSW of Arica, Chile",reviewed,0,246,earthquake,4.0, Chile,-70.5855,-19.1429,54.77,2020-02-18 09:05:48.840000+00:00,0,3,pink
1619232271569,"148 km SE of Kuril’sk, Russia",reviewed,0,284,earthquake,4.3, Russia,149.3134,44.3675,45.66,2021-04-24 02:44:31.569000+00:00,0,3,pink
1638601489200,"4 km SE of Maria Antonia, Puerto Rico",reviewed,0,141,earthquake,3.02, Puerto Rico,-66.8576,17.9515,12.0,2021-12-04 07:04:49.200000+00:00,1,1,blue
1682738810814,"78 km ESE of Katsuren-haebaru, Japan",reviewed,0,340,earthquake,4.7, Japan,128.5728,26.0136,10.0,2023-04-29 03:26:50.814000+00:00,0,0,red
1633501203759,"220 km SSW of Pagar Alam, Indonesia",reviewed,0,312,earthquake,4.5, Indonesia,102.8213,-5.9742,35.48,2021-10-06 06:20:03.759000+00:00,0,3,pink
1666151729760,"79 km E of Akutan, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-164.577,54.0114,13.428,2022-10-19 03:55:29.760000+00:00,1,1,blue
1581031666534,"132 km SSE of Dompu, Indonesia",reviewed,0,271,earthquake,4.2, Indonesia,118.7175,-9.7108,35.0,2020-02-06 23:27:46.534000+00:00,0,3,pink
1635424134157,"100 km W of Panguna, Papua New Guinea",reviewed,0,326,earthquake,4.6, Papua New Guinea,154.5825,-6.1965,52.67,2021-10-28 12:28:54.157000+00:00,0,3,pink
1669915710339,"99 km N of Isangel, Vanuatu",reviewed,0,312,earthquake,4.5, Vanuatu,169.4277,-18.6562,10.012,2022-12-01 17:28:30.339000+00:00,0,0,red
1628762076295,"135 km SSE of Chignik, Alaska",reviewed,0,246,earthquake,4.0, Alaska,-157.3344,55.241,37.7,2021-08-12 09:54:36.295000+00:00,0,3,pink
1651976939589,"247 km SE of Sarangani, Philippines",reviewed,0,416,earthquake,5.2, Philippines,126.9085,3.6971,10.0,2022-05-08 02:28:59.589000+00:00,2,2,green
1649583966754,"46 km SSW of San Francisco Cozoaltepec, Mexico",reviewed,0,271,earthquake,4.2, Mexico,-96.8306,15.4097,10.0,2022-04-10 09:46:06.754000+00:00,0,0,red
1581426448630,southwest of Africa,reviewed,0,385,earthquake,5.0,southwest of Africa,17.0687,-52.3449,10.0,2020-02-11 13:07:28.630000+00:00,2,2,green
1618529810097,"201 km SE of Kokopo, Papua New Guinea",reviewed,0,259,earthquake,4.1, Papua New Guinea,153.7528,-5.4015,35.0,2021-04-15 23:36:50.097000+00:00,0,3,pink
1616660362258,South Sandwich Islands region,reviewed,0,298,earthquake,4.4,South Sandwich Islands region,-24.2872,-58.0379,10.0,2021-03-25 08:19:22.258000+00:00,0,0,red
1644397998436,South Sandwich Islands region,reviewed,0,298,earthquake,4.4,South Sandwich Islands region,-26.9642,-60.3395,10.0,2022-02-09 09:13:18.436000+00:00,0,0,red
1643862914039,"291 km ESE of Attu Station, Alaska",reviewed,0,188,earthquake,3.5, Alaska,177.2284,51.9858,10.0,2022-02-03 04:35:14.039000+00:00,1,1,blue
1647331969973,"196 km SE of Perryville, Alaska",reviewed,0,234,earthquake,3.9, Alaska,-156.8801,54.7031,33.7,2022-03-15 08:12:49.973000+00:00,0,3,pink
1628419200570,"6km W of Petrolia, CA",reviewed,0,149,earthquake,3.1,California,-124.3578333,40.3226667,27.93,2021-08-08 10:40:00.570000+00:00,1,1,blue
1636233895638,"162 km SSW of Lata, Solomon Islands",reviewed,0,340,earthquake,4.7, Solomon Islands,165.3752,-12.131,10.0,2021-11-06 21:24:55.638000+00:00,0,0,red
1597925175178,"72 km NNE of White Mountain, Alaska",reviewed,0,200,earthquake,3.6, Alaska,-163.0263,65.3131,8.5,2020-08-20 12:06:15.178000+00:00,1,1,blue
1627967851922,"153 km W of Carahue, Chile",reviewed,0,271,earthquake,4.2, Chile,-74.9227,-38.6617,10.0,2021-08-03 05:17:31.922000+00:00,0,0,red
1611701884795,"31 km NNE of Esmeraldas, Ecuador",reviewed,0,312,earthquake,4.5, Ecuador,-79.5443,1.217,39.87,2021-01-26 22:58:04.795000+00:00,0,3,pink
1646342369452,"140 km NNW of Maumere, Indonesia",reviewed,0,312,earthquake,4.5, Indonesia,121.5478,-7.5399,10.0,2022-03-03 21:19:29.452000+00:00,0,0,red
1601515056690,"4km NE of Westmorland, CA",reviewed,0,184,earthquake,3.46,California,-115.5885,33.0625,10.9,2020-10-01 01:17:36.690000+00:00,1,1,blue
1641457116593,"130 km S of Kokopo, Papua New Guinea",reviewed,0,385,earthquake,5.0, Papua New Guinea,152.1909,-5.5193,10.0,2022-01-06 08:18:36.593000+00:00,2,2,green
1631098747803,South Sandwich Islands region,reviewed,0,298,earthquake,4.4,South Sandwich Islands region,-24.6951,-57.9891,35.0,2021-09-08 10:59:07.803000+00:00,0,3,pink
1582003965462,"80 km WSW of Constitución, Chile",reviewed,0,387,earthquake,5.0, Chile,-73.2435,-35.5964,10.0,2020-02-18 05:32:45.462000+00:00,2,2,green
1621754672777,"Southern Qinghai, China",reviewed,0,271,earthquake,4.2, China,99.0711,34.4011,10.0,2021-05-23 07:24:32.777000+00:00,0,0,red
1630246392476,Southwest Indian Ridge,reviewed,0,340,earthquake,4.7,Southwest Indian Ridge,52.4744,-36.2696,10.0,2021-08-29 14:13:12.476000+00:00,0,0,red
1616465007101,"162 km SE of Tondano, Indonesia",reviewed,0,312,earthquake,4.5, Indonesia,125.8791,0.2052,35.0,2021-03-23 02:03:27.101000+00:00,0,3,pink
1688873519904,Taiwan region,reviewed,0,340,earthquake,4.7,Taiwan region,121.6678,22.1501,10.0,2023-07-09 03:31:59.904000+00:00,0,0,red
1606756452006,"70 km NNW of Sinabang, Indonesia",reviewed,0,385,earthquake,5.0, Indonesia,96.1349,3.067,27.89,2020-11-30 17:14:12.006000+00:00,2,2,green
1638120450985,"20 km W of Abepura, Indonesia",reviewed,0,313,earthquake,4.5, Indonesia,140.4484,-2.6072,37.08,2021-11-28 17:27:30.985000+00:00,0,3,pink
1687125557518,south of Africa,reviewed,0,554,earthquake,6.0,south of Africa,31.1598,-48.6747,10.0,2023-06-18 21:59:17.518000+00:00,2,2,green
1628843830837,South Sandwich Islands region,reviewed,0,340,earthquake,4.7,South Sandwich Islands region,-24.9675,-56.9977,10.0,2021-08-13 08:37:10.837000+00:00,0,0,red
1671816138412,"New Britain region, Papua New Guinea",reviewed,0,246,earthquake,4.0, Papua New Guinea,148.8022,-5.9801,69.076,2022-12-23 17:22:18.412000+00:00,0,3,pink
1677887866335,South Georgia Island region,reviewed,0,284,earthquake,4.3,South Georgia Island region,-31.5285,-54.9017,10.0,2023-03-03 23:57:46.335000+00:00,0,0,red
1647371865054,"68 km WSW of San Nicolas, Philippines",reviewed,0,284,earthquake,4.3, Philippines,119.474,14.74,10.0,2022-03-15 19:17:45.054000+00:00,0,0,red
1578116880030,"83 km NNW of San Antonio, Puerto Rico",reviewed,0,155,earthquake,3.17, Puerto Rico,-67.5018,19.1371,42.0,2020-01-04 05:48:00.030000+00:00,1,1,blue
1688940251061,"27 km S of Coquimbo, Chile",reviewed,0,284,earthquake,4.3, Chile,-71.2956,-30.203,49.795,2023-07-09 22:04:11.061000+00:00,0,3,pink
1667760052744,"95 km ENE of Tobelo, Indonesia",reviewed,0,369,earthquake,4.9, Indonesia,128.8469,1.9343,9.844,2022-11-06 18:40:52.744000+00:00,2,2,green
1666846607180,"78 km N of Culebra, Puerto Rico",reviewed,0,169,earthquake,3.31, Puerto Rico,-65.3556666666667,19.0126666666667,26.53,2022-10-27 04:56:47.180000+00:00,1,1,blue
1639870618899,"5 km SW of Sorong, Indonesia",reviewed,0,259,earthquake,4.1, Indonesia,131.2231,-0.9089,10.0,2021-12-18 23:36:58.899000+00:00,0,0,red
1640869997562,"157 km SSE of Tondano, Indonesia",reviewed,0,465,earthquake,5.5, Indonesia,125.2498,-0.0798,42.0,2021-12-30 13:13:17.562000+00:00,2,2,green
1677806027387,"157 km NNE of Shi Yomi, India",reviewed,0,271,earthquake,4.2, India,94.9521,29.8612,10.0,2023-03-03 01:13:47.387000+00:00,0,0,red
1584103087356,"107 km W of Ternate, Indonesia",reviewed,0,271,earthquake,4.2, Indonesia,126.4311,0.6259,40.64,2020-03-13 12:38:07.356000+00:00,0,3,pink
1628257826288,"30 km S of Sand Point, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-160.484,55.0586,10.0,2021-08-06 13:50:26.288000+00:00,1,1,blue
1579786837818,"287 km SW of Longyearbyen, Svalbard and Jan Mayen",reviewed,0,298,earthquake,4.4, Svalbard and Jan Mayen,7.3867,76.3892,10.0,2020-01-23 13:40:37.818000+00:00,0,0,red
1632413746816,"216 km SE of Chiniak, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-149.8397,56.2026,10.0,2021-09-23 16:15:46.816000+00:00,1,1,blue
1603569493944,"249 km SE of Chiniak, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-149.2623,56.0935,22.43,2020-10-24 19:58:13.944000+00:00,1,1,blue
1684465981262,southeast of the Loyalty Islands,reviewed,0,449,earthquake,5.4,southeast of the Loyalty Islands,170.6575,-23.1768,10.0,2023-05-19 03:13:01.262000+00:00,2,2,green
1582170789975,"12 km NE of ?hara, Japan",reviewed,0,315,earthquake,4.5, Japan,140.4729,35.3338,35.0,2020-02-20 03:53:09.975000+00:00,0,3,pink
1614925772600,Kermadec Islands region,reviewed,0,370,earthquake,4.9,Kermadec Islands region,-176.877,-29.129,10.0,2021-03-05 06:29:32.600000+00:00,2,2,green
1666380074830,"56 km S of Whites City, New Mexico",reviewed,0,148,earthquake,3.1, New Mexico,-104.3999478,31.66692993,6.851391602,2022-10-21 19:21:14.830000+00:00,1,1,blue
1670201025127,"27 km SW of Champerico, Guatemala",reviewed,0,246,earthquake,4.0, Guatemala,-92.0912,14.1119,35.0,2022-12-05 00:43:45.127000+00:00,0,3,pink
1594984007235,northern Mid-Atlantic Ridge,reviewed,0,369,earthquake,4.9,northern Mid-Atlantic Ridge,-27.6635,47.9758,10.0,2020-07-17 11:06:47.235000+00:00,2,2,green
1617046974923,Mariana Islands region,reviewed,0,416,earthquake,5.2,Mariana Islands region,146.0835,21.3178,10.0,2021-03-29 19:42:54.923000+00:00,2,2,green
1590424155545,south of the Fiji Islands,reviewed,0,354,earthquake,4.8,south of the Fiji Islands,-177.3657,-23.8987,10.0,2020-05-25 16:29:15.545000+00:00,0,0,red
1687107770074,Tonga region,reviewed,0,326,earthquake,4.6,Tonga region,-175.8614,-23.8003,10.0,2023-06-18 17:02:50.074000+00:00,0,0,red
1611483966801,east of the South Sandwich Islands,reviewed,0,369,earthquake,4.9,east of the South Sandwich Islands,-14.6514,-58.4691,10.0,2021-01-24 10:26:06.801000+00:00,2,2,green
1642259996726,"123 km SW of Adak, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-178.1194,51.2553,35.0,2022-01-15 15:19:56.726000+00:00,1,1,blue
1632624652190,"7 km ESE of Pole Ojea, Puerto Rico",reviewed,0,149,earthquake,3.11, Puerto Rico,-67.1231,17.9398,10.0,2021-09-26 02:50:52.190000+00:00,1,1,blue
1615670671645,Kermadec Islands region,reviewed,0,449,earthquake,5.4,Kermadec Islands region,-176.4653,-28.1995,10.0,2021-03-13 21:24:31.645000+00:00,2,2,green
1616749712986,"74 km WNW of La Ligua, Chile",reviewed,0,248,earthquake,4.0, Chile,-71.9279,-32.1294,25.68,2021-03-26 09:08:32.986000+00:00,0,0,red
1639616147028,"89 km E of Namie, Japan",reviewed,0,284,earthquake,4.3, Japan,142.0054,37.3728,38.9,2021-12-16 00:55:47.028000+00:00,0,3,pink
1623164882432,"134 km WSW of Ternate, Indonesia",reviewed,0,312,earthquake,4.5, Indonesia,126.2561,0.3537,10.0,2021-06-08 15:08:02.432000+00:00,0,0,red
1603037094638,"139 km ESE of San Jose Village, Northern Mariana Islands",reviewed,0,298,earthquake,4.4, Northern Mariana Islands,146.7137,14.3008,24.92,2020-10-18 16:04:54.638000+00:00,0,0,red
1665616162954,"195 km SSW of Ka?, Turkey",reviewed,0,259,earthquake,4.1, Turkey,29.0285,34.5088,29.139,2022-10-12 23:09:22.954000+00:00,0,3,pink
1601540278602,"34 km NE of Pangai, Tonga",reviewed,0,326,earthquake,4.6, Tonga,-174.105,-19.6146,35.0,2020-10-01 08:17:58.602000+00:00,0,3,pink
1589774564220,"3 km SW of Indios, Puerto Rico",reviewed,0,141,earthquake,3.02, Puerto Rico,-66.841,17.9695,15.0,2020-05-18 04:02:44.220000+00:00,1,1,blue
1614699484720,"106 km S of Banjar, Indonesia",reviewed,0,271,earthquake,4.2, Indonesia,107.5103,-8.1597,61.93,2021-03-02 15:38:04.720000+00:00,0,3,pink
1677416829602,"61 km SSW of Champerico, Guatemala",reviewed,0,271,earthquake,4.2, Guatemala,-92.1974,13.8138,28.119,2023-02-26 13:07:09.602000+00:00,0,0,red
1684087042360,Greenland Sea,reviewed,0,326,earthquake,4.6,Greenland Sea,7.3661,75.3774,10.0,2023-05-14 17:57:22.360000+00:00,0,0,red
1660145718640,"56 km SSE of Makubetsu, Japan",reviewed,0,354,earthquake,4.8, Japan,142.011,44.878,10.0,2022-08-10 15:35:18.640000+00:00,0,0,red
1654145882313,"147 km SSE of Ierápetra, Greece",reviewed,0,259,earthquake,4.1, Greece,26.2607,33.7566,10.0,2022-06-02 04:58:02.313000+00:00,0,0,red
1637200403826,Kermadec Islands region,reviewed,0,340,earthquake,4.7,Kermadec Islands region,-176.4617,-28.2989,10.0,2021-11-18 01:53:23.826000+00:00,0,0,red
1593965647710,"2km NW of The Geysers, CA",reviewed,0,309,earthquake,3.97,California,-122.7663333,38.788,0.92,2020-07-05 16:14:07.710000+00:00,0,0,red
1642942903436,"230 km SE of Severo-Kuril’sk, Russia",reviewed,0,284,earthquake,4.3, Russia,158.5493,49.3115,10.0,2022-01-23 13:01:43.436000+00:00,0,0,red
1579609065129,"44 km NNW of Puerto Villamil, Ecuador",reviewed,0,298,earthquake,4.4, Ecuador,-91.0634,-0.5618,10.0,2020-01-21 12:17:45.129000+00:00,0,0,red
1623100751490,"12km WNW of Calipatria, CA",reviewed,0,173,earthquake,3.35,California,-115.6398333,33.1566667,5.88,2021-06-07 21:19:11.490000+00:00,1,1,blue
1655293832167,"12 km E of K?sh, Iran",reviewed,0,298,earthquake,4.4, Iran,54.1404,26.5655,10.0,2022-06-15 11:50:32.167000+00:00,0,0,red
1674321525120,Puerto Rico region,reviewed,0,215,earthquake,3.74,Puerto Rico region,-65.7323,19.5368,38.0,2023-01-21 17:18:45.120000+00:00,1,3,pink
1675428536118,"119 km E of McCarthy, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-140.6916,61.5139,5.087,2023-02-03 12:48:56.118000+00:00,1,1,blue
1617766081271,"201 km SSW of Merizo Village, Guam",reviewed,0,298,earthquake,4.4, Guam,144.0283,11.5592,10.0,2021-04-07 03:28:01.271000+00:00,0,0,red
1643247364601,"21 km SSE of Kokhanok, Alaska",reviewed,0,211,earthquake,3.7, Alaska,-154.6393,59.2588,10.0,2022-01-27 01:36:04.601000+00:00,1,1,blue
1676935307906,"Bonin Islands, Japan region",reviewed,0,284,earthquake,4.3, Japan region,143.3638,27.1369,10.0,2023-02-20 23:21:47.906000+00:00,0,0,red
1647724658082,"Rat Islands, Aleutian Islands, Alaska",reviewed,0,168,earthquake,3.3, Aleutian Islands,178.2402,51.9823,12.48,2022-03-19 21:17:38.082000+00:00,1,1,blue
1665366650572,south of Alaska,reviewed,0,326,earthquake,4.6,south of Alaska,-159.7559,54.5114,29.067,2022-10-10 01:50:50.572000+00:00,0,3,pink
1675661721339,"6 km N of Serinyol, Turkey",reviewed,0,298,earthquake,4.4, Turkey,36.2183,36.4188,10.0,2023-02-06 05:35:21.339000+00:00,0,0,red
1634409277858,"77 km WNW of Arauco, Chile",reviewed,0,298,earthquake,4.4, Chile,-74.0674,-36.8987,10.0,2021-10-16 18:34:37.858000+00:00,0,0,red
1607299152958,"117 km SSE of Sand Point, Alaska",reviewed,0,259,earthquake,4.1, Alaska,-159.7204,54.3832,25.86,2020-12-06 23:59:12.958000+00:00,0,0,red
1627962894102,"Nicobar Islands, India region",reviewed,0,284,earthquake,4.3, India region,94.1539,8.9515,10.0,2021-08-03 03:54:54.102000+00:00,0,0,red
1687161113080,"84 km NE of Punta Cana, Dominican Republic",reviewed,0,183,earthquake,3.45, Dominican Republic,-67.7743,19.05,15.0,2023-06-19 07:51:53.080000+00:00,1,1,blue
1655406066359,"95 km SSW of George Town, Cayman Islands",reviewed,0,299,earthquake,4.4, Cayman Islands,-81.7198,18.4906,10.0,2022-06-16 19:01:06.359000+00:00,0,0,red
1633724266679,South Sandwich Islands region,reviewed,0,312,earthquake,4.5,South Sandwich Islands region,-25.8332,-59.5581,35.0,2021-10-08 20:17:46.679000+00:00,0,3,pink
1647514682013,West Chile Rise,reviewed,0,298,earthquake,4.4,West Chile Rise,-97.1783,-36.5339,10.0,2022-03-17 10:58:02.013000+00:00,0,0,red
1622397034088,Santa Cruz Islands region,reviewed,0,312,earthquake,4.5,Santa Cruz Islands region,164.1434,-10.8757,52.18,2021-05-30 17:50:34.088000+00:00,0,3,pink
1638321821210,"15km SW of Searles Valley, CA",reviewed,0,163,earthquake,3.19,California,-117.5245,35.6763333,9.12,2021-12-01 01:23:41.210000+00:00,1,1,blue
1602906785613,"54 km SSW of Tocopilla, Chile",reviewed,0,271,earthquake,4.2, Chile,-70.3519,-22.5606,29.03,2020-10-17 03:53:05.613000+00:00,0,3,pink
1590601391864,"33 km SE of Mina, Nevada",reviewed,0,168,earthquake,3.3, Nevada,-117.8483,38.1669,7.4,2020-05-27 17:43:11.864000+00:00,1,1,blue
1606652053190,"172 km NNE of Palu, Indonesia",reviewed,0,271,earthquake,4.2, Indonesia,120.5811,0.4805,10.0,2020-11-29 12:14:13.190000+00:00,0,0,red
1661034436040,"25 km ESE of Punta Cana, Dominican Republic",reviewed,0,162,earthquake,3.25, Dominican Republic,-68.171,18.5078333333333,38.31,2022-08-20 22:27:16.040000+00:00,1,1,blue
1606628943605,"71 km ENE of Kinablangan, Philippines",reviewed,0,259,earthquake,4.1, Philippines,127.1706,7.8831,38.15,2020-11-29 05:49:03.605000+00:00,0,3,pink
1682911066110,"93 km N of Cruz Bay, U.S. Virgin Islands",reviewed,0,193,earthquake,3.54, U.S. Virgin Islands,-64.6748,19.1711,8.0,2023-05-01 03:17:46.110000+00:00,1,1,blue
1581329554369,"143 km S of Turpan, China",reviewed,0,246,earthquake,4.0, China,89.3186,41.6563,10.0,2020-02-10 10:12:34.369000+00:00,0,0,red
1664132711627,"135 km SSW of Itoman, Japan",reviewed,0,369,earthquake,4.9, Japan,127.1691,24.9895,10.0,2022-09-25 19:05:11.627000+00:00,2,2,green
1656940933586,near the coast of Guatemala,reviewed,0,259,earthquake,4.1,near the coast of Guatemala,-90.0303,13.3809,51.45,2022-07-04 13:22:13.586000+00:00,0,3,pink
1669772002529,northern Mid-Atlantic Ridge,reviewed,0,326,earthquake,4.6,northern Mid-Atlantic Ridge,-28.8492,43.5963,10.0,2022-11-30 01:33:22.529000+00:00,0,0,red
1595428586758,"233 km ESE of Sarangani, Philippines",reviewed,0,326,earthquake,4.6, Philippines,127.3102,4.389,10.0,2020-07-22 14:36:26.758000+00:00,0,0,red
1677139262537,"72 km W of Murghob, Tajikistan",reviewed,0,340,earthquake,4.7, Tajikistan,73.1456,38.1333,10.0,2023-02-23 08:01:02.537000+00:00,0,0,red
1622075907680,"64 km WNW of Mastung, Pakistan",reviewed,0,271,earthquake,4.2, Pakistan,66.2734,30.0988,10.0,2021-05-27 00:38:27.680000+00:00,0,0,red
1685290436572,Santa Cruz Islands region,reviewed,0,369,earthquake,4.9,Santa Cruz Islands region,164.8268,-10.5114,56.972,2023-05-28 16:13:56.572000+00:00,2,3,pink
1669209073098,"Papua, Indonesia",reviewed,0,246,earthquake,4.0, Indonesia,138.2651,-2.3082,35.0,2022-11-23 13:11:13.098000+00:00,0,3,pink
1652530976540,Kermadec Islands region,reviewed,0,416,earthquake,5.2,Kermadec Islands region,-176.6664,-28.6691,10.0,2022-05-14 12:22:56.540000+00:00,2,2,green
1585888908630,"11 km W of Stanley, Idaho",reviewed,0,180,earthquake,3.4, Idaho,-115.0815,44.2202,10.0,2020-04-03 04:41:48.630000+00:00,1,1,blue
1578518014619,"84 km WNW of Coquimbo, Chile",reviewed,0,312,earthquake,4.5, Chile,-72.1842,-29.7621,8.11,2020-01-08 21:13:34.619000+00:00,0,0,red
1613866060655,"southwest of Sumatra, Indonesia",reviewed,0,284,earthquake,4.3, Indonesia,95.3562,-6.6702,10.0,2021-02-21 00:07:40.655000+00:00,0,0,red
1612993052628,southeast of the Loyalty Islands,reviewed,0,369,earthquake,4.9,southeast of the Loyalty Islands,171.6747,-23.2496,10.0,2021-02-10 21:37:32.628000+00:00,2,2,green
1621059158294,"53 km SSW of Whites City, New Mexico",reviewed,0,158,earthquake,3.2, New Mexico,-104.5704205,31.72614491,6.568603515999999,2021-05-15 06:12:38.294000+00:00,1,1,blue
1673253717611,"97 km SSE of Kushiro, Japan",reviewed,0,259,earthquake,4.1, Japan,144.7675,42.1468,35.0,2023-01-09 08:41:57.611000+00:00,0,3,pink
1606063407734,"136 km ESE of Kuril’sk, Russia",reviewed,0,354,earthquake,4.8, Russia,149.4999,44.7942,35.0,2020-11-22 16:43:27.734000+00:00,0,3,pink
1678433442938,"153 km NW of Tobelo, Indonesia",reviewed,0,271,earthquake,4.2, Indonesia,126.9011,2.5626,54.626,2023-03-10 07:30:42.938000+00:00,0,3,pink
1615312053524,south of the Kermadec Islands,reviewed,0,271,earthquake,4.2,south of the Kermadec Islands,-178.7537,-33.3676,10.0,2021-03-09 17:47:33.524000+00:00,0,0,red
1660456100310,"2 km SSE of Guánica, Puerto Rico",reviewed,0,141,earthquake,3.02, Puerto Rico,-66.8986666666667,17.9551666666667,9.86,2022-08-14 05:48:20.310000+00:00,1,1,blue
1632222956820,"28km NE of Indio, CA",reviewed,0,163,earthquake,3.19,California,-115.9695,33.8736667,5.05,2021-09-21 11:15:56.820000+00:00,1,1,blue
1653149354555,"106 km SSE of Sand Point, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-159.9154,54.4374,10.0,2022-05-21 16:09:14.555000+00:00,1,1,blue
1622645223367,"293 km W of Puerto Chacabuco, Chile",reviewed,0,298,earthquake,4.4, Chile,-76.5535,-45.75,10.0,2021-06-02 14:47:03.367000+00:00,0,0,red
1579987207837,east of the North Island of New Zealand,reviewed,0,400,earthquake,5.1,east of the North Island of New Zealand,-179.6443,-35.516,15.27,2020-01-25 21:20:07.837000+00:00,2,2,green
1640095043052,"122 km ESE of Atka, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-172.5164,51.8315,33.95,2021-12-21 13:57:23.052000+00:00,1,1,blue
1579229272320,"9 km S of Indios, Puerto Rico",reviewed,0,141,earthquake,3.02, Puerto Rico,-66.822,17.9081,12.0,2020-01-17 02:47:52.320000+00:00,1,1,blue
1628812211619,South Sandwich Islands region,reviewed,0,465,earthquake,5.5,South Sandwich Islands region,-24.3235,-58.3743,10.0,2021-08-12 23:50:11.619000+00:00,2,2,green
1620307874744,"18 km SW of Los Mogotes, Mexico",reviewed,0,329,earthquake,4.6, Mexico,-100.1783,16.8105,10.0,2021-05-06 13:31:14.744000+00:00,0,0,red
1644287439111,"284 km SSW of ‘Ohonua, Tonga",reviewed,0,385,earthquake,5.0, Tonga,-175.7019,-23.8043,10.0,2022-02-08 02:30:39.111000+00:00,2,2,green
1595946105779,east of Severnaya Zemlya,reviewed,0,284,earthquake,4.3,east of Severnaya Zemlya,131.2784,78.3794,10.0,2020-07-28 14:21:45.779000+00:00,0,0,red
1671210208571,Chagos Archipelago region,reviewed,0,298,earthquake,4.4,Chagos Archipelago region,68.773,-4.6803,10.0,2022-12-16 17:03:28.571000+00:00,0,0,red
1658155853385,"132 km SW of Adak, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-178.1111,51.1243,35.0,2022-07-18 14:50:53.385000+00:00,1,1,blue
1585378389321,"14 km NW of Norsup, Vanuatu",reviewed,0,354,earthquake,4.8, Vanuatu,167.3127,-15.9638,35.0,2020-03-28 06:53:09.321000+00:00,0,3,pink
1682149752689,Revilla Gigedo Islands region,reviewed,0,246,earthquake,4.0,Revilla Gigedo Islands region,-109.4536,19.5875,10.0,2023-04-22 07:49:12.689000+00:00,0,0,red
1615145328050,Kermadec Islands region,reviewed,0,400,earthquake,5.1,Kermadec Islands region,-177.0074,-28.5583,10.0,2021-03-07 19:28:48.050000+00:00,2,2,green
1595679180471,"20 km NNE of Al Hoceïma, Morocco",reviewed,0,354,earthquake,4.8, Morocco,-3.8678,35.4251,10.0,2020-07-25 12:13:00.471000+00:00,0,0,red
1595795515147,"166 km ESE of Chiredzi, Zimbabwe",reviewed,0,284,earthquake,4.3, Zimbabwe,33.1346,-21.6629,10.0,2020-07-26 20:31:55.147000+00:00,0,0,red
1604358502084,"153 km W of Abepura, Indonesia",reviewed,0,298,earthquake,4.4, Indonesia,139.2669,-2.4181,37.75,2020-11-02 23:08:22.084000+00:00,0,3,pink
1609082082823,"82 km SSE of Akutan, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-165.2654,53.4565,35.0,2020-12-27 15:14:42.823000+00:00,1,1,blue
1634005062542,Carlsberg Ridge,reviewed,0,326,earthquake,4.6,Carlsberg Ridge,68.5335,-2.417,10.0,2021-10-12 02:17:42.542000+00:00,0,0,red
1604985945220,"7 km SE of Pole Ojea, Puerto Rico",reviewed,0,157,earthquake,3.19, Puerto Rico,-67.1243,17.9355,6.0,2020-11-10 05:25:45.220000+00:00,1,1,blue
1642721632506,"76 km NNW of Nuku‘alofa, Tonga",reviewed,0,340,earthquake,4.7, Tonga,-175.4169,-20.4834,10.0,2022-01-20 23:33:52.506000+00:00,0,0,red
1639891796835,"123 km W of Copiapó, Chile",reviewed,0,284,earthquake,4.3, Chile,-71.5656,-27.1996,10.0,2021-12-19 05:29:56.835000+00:00,0,0,red
1620177446708,"134 km SE of Pangai, Tonga",reviewed,0,432,earthquake,5.3, Tonga,-173.4631,-20.6974,10.0,2021-05-05 01:17:26.708000+00:00,2,2,green
1617079532047,"Nicobar Islands, India region",reviewed,0,312,earthquake,4.5, India region,92.1365,6.7972,10.0,2021-03-30 04:45:32.047000+00:00,0,0,red
1647172360202,"66 km SSW of Attu Station, Alaska",reviewed,0,340,earthquake,4.7, Alaska,172.8629,52.2804,10.0,2022-03-13 11:52:40.202000+00:00,0,0,red
1678855300304,"195 km NW of Sola, Vanuatu",reviewed,0,312,earthquake,4.5, Vanuatu,166.3167,-12.5896,35.0,2023-03-15 04:41:40.304000+00:00,0,3,pink
1613100696018,"51 km NNW of Yonakuni, Japan",reviewed,0,271,earthquake,4.2, Japan,122.7574,24.8746,10.0,2021-02-12 03:31:36.018000+00:00,0,0,red
1689003466948,"32 km WNW of Hacienda La Calera, Chile",reviewed,0,272,earthquake,4.2, Chile,-71.5453,-32.6889,31.176,2023-07-10 15:37:46.948000+00:00,0,3,pink
